time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-05-22T23:09:56.143Z,38.1816,-117.7823,5.7,2.8,ml,25,96.78,0.073,0.1444,nn,nn00731623,2020-05-25T03:46:07.040Z,"36 km SE of Mina, Nevada",earthquake,,0.8,0.37,10,reviewed,nn,nn
2020-05-22T22:37:08.650Z,17.8198,-66.917,6,2.55,md,15,263,0.1598,0.18,pr,pr2020143013,2020-05-22T23:25:04.180Z,"16 km S of Guánica, Puerto Rico",earthquake,0.8,0.49,0.09,12,reviewed,pr,pr
2020-05-22T22:36:52.865Z,-2.4966,99.5207,10,5.1,mb,,174,3.188,0.76,us,us70009nuc,2020-05-22T22:54:43.040Z,"194 km SSW of Padang, Indonesia",earthquake,8.7,1.5,0.062,83,reviewed,us,us
2020-05-22T22:17:06.109Z,38.1354,-118.0591,0,2.6,ml,20,81.74,0.15,0.4201,nn,nn00731592,2020-05-22T22:38:52.040Z,"28 km S of Mina, Nevada",earthquake,,2.5,0.23,13,reviewed,nn,nn
2020-05-22T21:49:24.880Z,17.8706,-66.903,14,2.63,md,16,247,0.1072,0.22,pr,pr2020143011,2020-05-22T22:00:48.705Z,"11 km S of Guánica, Puerto Rico",earthquake,0.84,0.92,0.22,14,reviewed,pr,pr
2020-05-22T21:47:05.950Z,38.1868,-117.8662,6.3,2.5,ml,17,92.98,0.013,0.14,nn,nn00731572,2020-05-22T22:08:50.040Z,"31 km SE of Mina, Nevada",earthquake,,0.4,,,automatic,nn,nn
2020-05-22T20:59:26.610Z,17.8426,-66.9043,13,2.66,md,10,257,0.1349,0.22,pr,pr2020143010,2020-05-22T21:14:08.481Z,"14 km S of Guánica, Puerto Rico",earthquake,1.12,0.61,0.15,6,reviewed,pr,pr
2020-05-22T20:20:20.887Z,38.1608,-118.1011,7.7,2.7,ml,27,55.14,0.099,0.1544,nn,nn00731545,2020-05-23T18:42:22.040Z,"25 km S of Mina, Nevada",earthquake,,1,0.36,11,reviewed,nn,nn
2020-05-22T19:49:49.906Z,-2.1074,-81.2854,35.87,4.3,mb,,174,3.105,1.39,us,us70009nqz,2020-05-23T18:19:36.040Z,"38 km WNW of Salinas, Ecuador",earthquake,12.6,7.6,0.104,29,reviewed,us,us
2020-05-22T19:43:08.180Z,11.3289,93.5519,102.42,4.3,mb,,110,0.856,0.77,us,us70009npp,2020-05-23T18:04:33.040Z,"95 km ESE of Port Blair, India",earthquake,8.6,6.8,0.106,28,reviewed,us,us
2020-05-22T19:33:06.887Z,27.3165,128.3798,46.41,5,mww,,71,0.488,0.96,us,us70009npa,2020-05-23T17:50:48.572Z,"87 km NNE of Nago, Japan",earthquake,6.2,5.3,0.061,26,reviewed,us,us
2020-05-22T19:06:29.392Z,-6.4236,154.5466,10,4.8,mb,,63,3.247,0.81,us,us70009nnw,2020-05-23T17:11:09.040Z,"104 km W of Panguna, Papua New Guinea",earthquake,4.7,1.9,0.058,96,reviewed,us,us
2020-05-22T18:38:21.616Z,32.8641,85.5101,38.61,4.6,mb,,40,5.016,0.61,us,us70009nnf,2020-05-23T17:00:30.040Z,"393 km N of Saga, China",earthquake,8.5,6.8,0.055,105,reviewed,us,us
2020-05-22T17:54:34.524Z,38.2001,-117.7731,5.7,2.6,ml,13,49.51,0.086,0.173,nn,nn00731491,2020-05-23T16:34:23.040Z,"36 km SE of Mina, Nevada",earthquake,,2.3,0.37,8,reviewed,nn,nn
2020-05-22T17:54:13.628Z,38.2051,-117.7312,1.4,2.5,ml,12,126.66,0.118,0.2057,nn,nn00731464,2020-05-23T01:57:03.833Z,"38 km ESE of Mina, Nevada",earthquake,,2.2,0.71,6,reviewed,nn,nn
2020-05-22T17:50:45.768Z,38.1473,-117.9644,8.2,3.1,ml,16,44.04,0.009,0.1716,nn,nn00731458,2020-05-23T16:18:05.040Z,"29 km SSE of Mina, Nevada",earthquake,,0.7,0.33,10,reviewed,nn,nn
2020-05-22T17:42:49.598Z,63.5191,-151.2375,9.2,2.7,ml,,,,0.67,ak,ak0206ks83qx,2020-05-23T15:59:23.040Z,"24 km E of Denali National Park, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-05-22T17:19:17.396Z,57.4746,-155.5814,52.8,3.1,ml,,,,0.65,ak,ak0206ks331t,2020-05-23T15:43:41.040Z,"68 km W of Karluk, Alaska",earthquake,,1,,,automatic,ak,ak
2020-05-22T17:06:38.052Z,-15.2561,-177.7595,424.78,4.4,mb,,122,1.005,0.69,us,us70009nlh,2020-05-23T15:27:06.040Z,"111 km SSE of Alo, Wallis and Futuna",earthquake,11,5.1,0.054,103,reviewed,us,us
2020-05-22T16:53:12.760Z,44.2838333,-114.9706667,9.98,2.61,ml,11,158,0.826,0.22,mb,mb80425294,2020-05-26T22:43:42.730Z,"7 km NNW of Stanley, Idaho",earthquake,1.58,3.07,0.21,5,reviewed,mb,mb
2020-05-22T16:45:04.710Z,38.1507,-117.8878,6.9,2.5,ml,23,93.11,0.022,0.03,nn,nn00731424,2020-05-22T17:02:51.040Z,"32 km SE of Mina, Nevada",earthquake,,0.3,,,automatic,nn,nn
2020-05-22T16:42:00.783Z,44.3559,-115.1691,10,3.1,ml,,62,0.941,0.84,us,us70009nk9,2020-05-25T20:24:01.739Z,"23 km NW of Stanley, Idaho",earthquake,1.4,2,0.043,70,reviewed,us,us
2020-05-22T16:34:48.963Z,38.1246,-118.0549,4.7,2.8,ml,22,51.54,0.077,0.1823,nn,nn00731629,2020-05-23T02:13:48.604Z,"29 km S of Mina, Nevada",earthquake,,1.6,0.2,8,reviewed,nn,nn
2020-05-22T16:19:42.150Z,38.1603,-117.8571,4.6,3.1,ml,22,93.26,0.012,0.1567,nn,nn00731403,2020-05-23T02:13:32.569Z,"33 km SE of Mina, Nevada",earthquake,,0.8,0.31,8,reviewed,nn,nn
2020-05-22T15:54:46.425Z,38.1641,-117.8581,5.8,3.3,ml,26,47.26,0.011,0.1733,nn,nn00731384,2020-05-23T02:15:54.755Z,"33 km SE of Mina, Nevada",earthquake,,0.8,0.4,11,reviewed,nn,nn
2020-05-22T14:59:31.266Z,-23.0098,-68.9396,80.13,4.9,mb,,72,1.174,0.75,us,us70009ng1,2020-05-22T15:17:45.040Z,"61 km S of Calama, Chile",earthquake,7.1,7.1,0.05,124,reviewed,us,us
2020-05-22T14:46:03.194Z,38.1508,-117.9971,5,2.8,ml,23,56.23,0.032,0.1586,nn,nn00731337,2020-05-23T02:13:25.237Z,"28 km SSE of Mina, Nevada",earthquake,,0.9,0.46,8,reviewed,nn,nn
2020-05-22T13:58:05.930Z,37.0831667,-119.2688333,44.62,3.16,ml,33,96,0.2433,0.13,nc,nc73393256,2020-05-29T20:50:04.667Z,"5km ESE of Shaver Lake, CA",earthquake,0.4,0.72,0.132,53,reviewed,nc,nc
2020-05-22T13:41:43.090Z,31.807,-115.039,5.96,2.65,ml,20,180,0.2926,0.32,ci,ci39211527,2020-05-22T18:18:52.636Z,"43km S of Estacion Coahuila, B.C., MX",earthquake,0.5,31.61,0.212,62,reviewed,ci,ci
2020-05-22T13:01:06.439Z,38.1286,-118.0615,6.1,4.2,ml,27,43.91,0.081,0.1907,nn,nn00731265,2020-05-23T02:15:00.406Z,"29 km S of Mina, Nevada",earthquake,,1.3,0.33,11,reviewed,nn,nn
2020-05-22T13:01:06.430Z,38.1365,-118.0455,11.46,4.4,mb,,51,0.272,0.84,us,us70009ncp,2020-05-26T14:14:52.040Z,"28 km S of Mina, Nevada",earthquake,1.2,9.4,0.239,5,reviewed,us,us
2020-05-22T13:00:43.663Z,38.1321,-118.0631,6.2,3.3,ml,25,56.2,0.082,0.1716,nn,nn00731306,2020-05-23T02:15:00.846Z,"28 km S of Mina, Nevada",earthquake,,1.3,0.55,10,reviewed,nn,nn
2020-05-22T12:12:24.305Z,38.1501,-117.9737,11.4,2.9,ml,19,91.66,0.016,0.1413,nn,nn00731604,2020-05-23T02:13:44.006Z,"29 km SSE of Mina, Nevada",earthquake,,0.8,0.38,6,reviewed,nn,nn
2020-05-22T12:12:15.482Z,38.1475,-117.9806,11.8,2.7,ml,21,100.92,0.019,0.1239,nn,nn00731214,2020-05-23T02:13:05.528Z,"29 km SSE of Mina, Nevada",earthquake,,0.8,0.26,7,reviewed,nn,nn
2020-05-22T11:58:53.719Z,38.1655,-117.8479,4.9,3,ml,24,55.94,0.019,0.2076,nn,nn00731201,2020-05-23T02:13:03.676Z,"33 km SE of Mina, Nevada",earthquake,,0.9,0.25,9,reviewed,nn,nn
2020-05-22T11:46:41.830Z,36.5763333,-121.1766667,5.51,2.48,md,40,65,0.008415,0.06,nc,nc73393176,2020-05-29T21:02:04.186Z,"6km NNW of Pinnacles, CA",earthquake,0.2,0.26,0.218,32,reviewed,nc,nc
2020-05-22T11:46:21.230Z,36.581,-121.1781667,5.75,2.71,md,64,54,0.01096,0.11,nc,nc73393171,2020-05-29T20:50:04.299Z,"6km NNW of Pinnacles, CA",earthquake,0.15,0.35,0.371,50,reviewed,nc,nc
2020-05-22T11:38:34.290Z,19.2196667,-155.3995,31.47,2.79,ml,58,148,0.01784,0.12,hv,hv71522472,2020-05-23T01:53:36.640Z,"8 km ENE of P?hala, Hawaii",earthquake,0.44,0.58,0.132,34,reviewed,hv,hv
2020-05-22T11:23:02.700Z,17.8996,-66.8411,10,2.54,md,16,206,0.0846,0.2,pr,pr2020143007,2020-05-22T11:37:24.455Z,"10 km SSE of Maria Antonia, Puerto Rico",earthquake,0.6,0.57,0.15,10,reviewed,pr,pr
2020-05-22T10:55:38.910Z,17.8141,-66.9396,11,2.69,md,15,266,0.172,0.23,pr,pr2020143005,2020-05-22T11:15:07.655Z,"17 km S of Guánica, Puerto Rico",earthquake,0.94,0.67,0.28,7,reviewed,pr,pr
2020-05-22T10:48:26.087Z,31.6538,-104.3235,5,2.9,ml,,66,0.151,0.36,us,us70009n93,2020-05-22T11:01:54.040Z,"58 km S of Whites City, New Mexico",earthquake,1.9,2,0.085,66,reviewed,us,us
2020-05-22T10:29:26.475Z,38.1364,-117.9841,9,3.1,ml,24,42.53,0.02,0.159,nn,nn00731147,2020-05-23T02:13:00.792Z,"30 km SSE of Mina, Nevada",earthquake,,0.8,0.31,9,reviewed,nn,nn
2020-05-22T09:47:43.690Z,17.8148,-66.9335,7,2.94,md,21,240,0.1692,0.27,pr,pr2020143004,2020-05-22T10:02:02.719Z,"17 km S of Guánica, Puerto Rico",earthquake,1.12,1.79,0.3,16,reviewed,pr,pr
2020-05-22T09:41:41.672Z,44.2845,-115.0925,10,2.9,ml,,66,0.872,0.54,us,us70009n83,2020-05-22T16:05:09.611Z,"14 km WNW of Stanley, Idaho",earthquake,1.2,2,0.044,68,reviewed,us,us
2020-05-22T09:34:05.067Z,44.2807,-115.0796,15.44,3.6,mb,,66,0.864,0.78,us,us70009n7y,2020-05-23T09:35:10.813Z,"13 km WNW of Stanley, Idaho",earthquake,2.3,9.6,0.224,5,reviewed,us,us
2020-05-22T09:27:03.771Z,38.1979,-117.7298,6.8,2.6,ml,25,50.39,0.117,0.181,nn,nn00731104,2020-05-29T07:37:06.040Z,"39 km ESE of Mina, Nevada",earthquake,,1.4,0.32,9,reviewed,nn,nn
2020-05-22T08:46:06.748Z,22.4028,-108.1636,10,6.1,mww,,154,2.078,0.78,us,us70009n5p,2020-05-25T13:57:02.706Z,"171 km ESE of La Playa, Mexico",earthquake,7.4,1.7,0.05,39,reviewed,us,us
2020-05-22T08:42:52.462Z,44.2896,-115.0359,12.64,2.9,ml,,65,0.854,0.8,us,us70009n5i,2020-05-22T16:04:04.235Z,"11 km NW of Stanley, Idaho",earthquake,2.6,10.1,0.044,67,reviewed,us,us
2020-05-22T08:28:41.300Z,20.3835,-155.7698333,33.94,2.46,md,49,309,0.257,0.09,hv,hv71522302,2020-05-22T22:46:12.220Z,"16 km N of Halaula, Hawaii",earthquake,0.79,1.05,0.063,23,reviewed,hv,hv
2020-05-22T08:27:55.750Z,17.8228,-66.9271,5,3.06,md,19,238,0.1597,0.29,pr,pr2020143003,2020-05-22T08:43:04.990Z,"16 km S of Guánica, Puerto Rico",earthquake,0.96,0.63,0.19,13,reviewed,pr,pr
2020-05-22T08:00:21.746Z,44.3811,-115.1917,10,2.9,ml,,60,0.911,1.07,us,us70009n4n,2020-05-22T09:35:02.825Z,"27 km NW of Stanley, Idaho",earthquake,2.2,2,0.05,52,reviewed,us,us
2020-05-22T07:38:01.504Z,38.1419,-117.9938,6.3,2.8,ml,27,42.83,0.027,0.1504,nn,nn00731031,2020-05-23T02:12:43.076Z,"29 km SSE of Mina, Nevada",earthquake,,0.6,0.54,12,reviewed,nn,nn
2020-05-22T07:05:23.688Z,3.5675,126.8114,47.46,4.6,mb,,111,2.831,0.74,us,us70009n40,2020-05-22T07:24:00.040Z,"243 km NNW of Tobelo, Indonesia",earthquake,6.7,7.9,0.128,18,reviewed,us,us
2020-05-22T07:00:08.348Z,38.1362,-118.0033,6,3,ml,24,61.49,0.035,0.1534,nn,nn00731001,2020-05-23T02:12:36.617Z,"29 km SSE of Mina, Nevada",earthquake,,0.9,0.43,9,reviewed,nn,nn
2020-05-22T06:59:13.967Z,36.5796,70.9631,207.48,4.3,mb,,100,2.093,0.58,us,us70009n3l,2020-05-22T07:30:40.040Z,"33 km SSE of Jurm, Afghanistan",earthquake,6.6,9.3,0.116,21,reviewed,us,us
2020-05-22T06:28:11.331Z,3.4106,126.8702,65.22,4.8,mb,,108,2.667,1.21,us,us70009n2u,2020-05-22T06:47:01.040Z,"225 km NW of Tobelo, Indonesia",earthquake,8.7,7.9,0.096,33,reviewed,us,us
2020-05-22T06:25:57.707Z,34.1365,25.504,10,4.2,mb,,160,1.255,0.96,us,us70009n2q,2020-05-22T06:57:51.040Z,"97 km S of Néa Anatolí, Greece",earthquake,8.4,2,0.106,25,reviewed,us,us
2020-05-22T06:23:03.024Z,34.1606,25.6082,8.02,4.1,mb,,126,1.27,0.51,us,us70009n2i,2020-05-22T06:35:08.040Z,"94 km S of Néa Anatolí, Greece",earthquake,5.7,8.4,0.126,17,reviewed,us,us
2020-05-22T05:58:41.750Z,37.0441667,-84.1358333,2.98,2.45,md,27,42,0.5627,0.22,se,se60106423,2020-05-22T20:47:10.798Z,"10 km NNW of North Corbin, Kentucky",earthquake,0.36,2.28,0.078,20,reviewed,se,se
2020-05-22T05:15:47.560Z,18.0088,-66.7505,11,2.82,md,21,144,0.133,0.15,pr,pr2020143002,2020-05-22T06:35:03.214Z,"2 km ESE of Magas Arriba, Puerto Rico",earthquake,0.36,0.28,0.33,17,reviewed,pr,pr
2020-05-22T05:09:39.639Z,-20.3939,-69.1651,94.92,3.3,ml,,166,0.251,0.83,us,us70009n1s,2020-05-22T05:48:16.837Z,"104 km E of Iquique, Chile",earthquake,8.2,9.3,0.074,24,reviewed,us,us
2020-05-22T05:08:18.416Z,31.6672,-104.3553,5,2.8,ml,,59,0.124,0.68,us,us70009n14,2020-05-22T05:19:20.040Z,"56 km S of Whites City, New Mexico",earthquake,2.8,2,0.05,52,reviewed,us,us
2020-05-22T04:52:50.940Z,-31.3374,-67.3962,10,4.7,mb,,147,1.12,0.24,us,us70009n0t,2020-05-22T05:27:48.040Z,"78 km S of San Agustín de Valle Fértil, Argentina",earthquake,6.5,1.9,0.166,11,reviewed,us,us
2020-05-22T04:30:00.609Z,38.1518,-117.9637,10.6,3.2,ml,23,47.59,0.013,0.1265,nn,nn00730902,2020-05-23T02:13:12.032Z,"29 km SSE of Mina, Nevada",earthquake,,0.6,0.27,10,reviewed,nn,nn
2020-05-22T04:06:01.760Z,17.9535,-66.9538,5,2.67,md,19,197,0.0777,0.21,pr,pr2020143001,2020-05-22T05:20:32.302Z,"5 km WSW of Guánica, Puerto Rico",earthquake,0.66,0.33,0.4,13,reviewed,pr,pr
2020-05-22T03:40:30.702Z,34.5007,25.8881,10,5.1,mww,,63,1.135,0.88,us,us70009n06,2020-05-22T03:58:02.040Z,"58 km SSE of Ierápetra, Greece",earthquake,4.1,1.9,0.093,11,reviewed,us,us
2020-05-22T03:36:57.817Z,37.9093,69.4832,10,4.6,mb,,79,0.334,1.07,us,us70009n04,2020-05-24T22:54:56.015Z,"17 km SSW of Sovet, Tajikistan",earthquake,5.9,2,0.181,9,reviewed,us,us
2020-05-22T03:23:54.030Z,19.1548328,-155.4638367,33.16,2.5,ml,23,213,0.0988,0.13,hv,hv71522037,2020-05-22T03:29:28.800Z,"5 km SSE of P?hala, Hawaii",earthquake,0.82,1.12,3.99,5,automatic,hv,hv
2020-05-22T03:21:13.553Z,39.5409,40.074,10,4.3,mb,,75,0.577,0.83,us,us70009mzz,2020-05-22T03:37:18.040Z,"16 km ENE of Pulumer, Turkey",earthquake,4.3,1.9,0.201,7,reviewed,us,us
2020-05-22T02:40:43.481Z,-7.72,156.8214,35,4.6,mb,,113,3.531,1.03,us,us6000a1sh,2020-05-29T21:25:53.040Z,"42 km N of Gizo, Solomon Islands",earthquake,10,2,0.164,11,reviewed,us,us
2020-05-22T02:25:39.510Z,38.043,-118.7655,2.71,2.9,mh,20,143,0.2923,0.06,nc,nc73392711,2020-05-29T08:45:04.895Z,"29km SE of Bodie, CA",earthquake,0.47,9.22,,0,reviewed,nc,nc
2020-05-22T02:21:48.290Z,17.9251,-66.8178,11,2.68,md,22,196,0.0792,0.21,pr,pr2020143000,2020-05-22T03:06:44.877Z,"7 km S of Indios, Puerto Rico",earthquake,0.57,0.54,0.23,22,reviewed,pr,pr
2020-05-22T02:02:20.186Z,38.1914,-117.7795,6.9,2.8,ml,21,86.46,0.078,0.1255,nn,nn00731564,2020-05-23T02:13:42.386Z,"36 km SE of Mina, Nevada",earthquake,,1.1,0.57,5,reviewed,nn,nn
2020-05-22T02:01:53.510Z,54.6575,-161.4129,10,3.8,mb,,177,0.878,0.79,us,us70009myq,2020-05-22T16:50:15.783Z,"73 km SE of King Cove, Alaska",earthquake,5.4,2,0.104,24,reviewed,us,us
2020-05-22T02:01:45.789Z,38.1297,-118.0712,6.7,2.7,ml,25,59.23,0.088,0.2035,nn,nn00730792,2020-05-23T02:12:25.123Z,"29 km S of Mina, Nevada",earthquake,,1.5,0.42,10,reviewed,nn,nn
2020-05-22T01:55:15.587Z,51.4975,-173.6975,35,2.6,ml,,295,0.77,0.65,us,us70009nkc,2020-05-22T20:57:23.040Z,"85 km SSE of Atka, Alaska",earthquake,3.5,2,0.128,8,reviewed,us,us
2020-05-22T01:24:42.000Z,38.2307,-117.7922,9.2,2.6,ml,20,99.98,0.113,0.14,nn,nn00730761,2020-05-22T01:38:11.040Z,"32 km ESE of Mina, Nevada",earthquake,,1.5,,,automatic,nn,nn
2020-05-22T00:22:00.961Z,38.2357,-117.7963,6.9,5.3,ml,28,46.98,0.095,0.1973,nn,nn00730721,2020-05-27T08:29:45.427Z,"32 km ESE of Mina, Nevada",earthquake,,1.2,0.46,12,reviewed,nn,nn
2020-05-22T00:02:10.564Z,51.378,-173.4243,35,3,ml,,305,0.954,0.51,us,us70009mxa,2020-05-23T21:35:38.932Z,"105 km SSE of Atka, Alaska",earthquake,8.2,2,0.128,8,reviewed,us,us
2020-05-21T23:59:06.250Z,18.0116,-66.7396,6,3.59,md,24,139,0.137,0.15,pr,pr2020142018,2020-05-25T03:49:33.608Z,"3 km NW of Tallaboa, Puerto Rico",earthquake,0.33,0.18,0.12,17,reviewed,pr,pr
2020-05-21T23:48:30.130Z,17.8938,-66.8776,14,2.58,md,13,230,0.0813,0.22,pr,pr2020142019,2020-05-22T01:01:55.373Z,"9 km SSE of Guánica, Puerto Rico",earthquake,0.82,0.9,0.26,10,reviewed,pr,pr
2020-05-21T23:44:53.228Z,38.1903,-117.7429,8.8,3,ml,20,71.44,0.117,0.1487,nn,nn00730707,2020-05-25T03:50:22.040Z,"38 km SE of Mina, Nevada",earthquake,,1.9,0.52,5,reviewed,nn,nn
2020-05-21T23:43:48.959Z,38.1859,-117.7417,9.4,2.7,ml,13,49.93,0.105,0.1562,nn,nn00730705,2020-05-25T03:53:16.040Z,"39 km SE of Mina, Nevada",earthquake,,1.3,0.46,8,reviewed,nn,nn
2020-05-21T23:35:46.942Z,44.2533,-115.0819,10,3.5,ml,,68,0.842,0.77,us,us70009mwf,2020-05-22T23:36:45.119Z,"12 km WNW of Stanley, Idaho",earthquake,2.9,2,0.032,130,reviewed,us,us
2020-05-21T23:27:03.920Z,17.9561,-66.9871,10,2.64,md,21,199,0.0587,0.17,pr,pr2020142017,2020-05-22T01:02:11.389Z,"6 km ESE of La Parguera, Puerto Rico",earthquake,0.38,0.53,0.36,18,reviewed,pr,pr
2020-05-21T23:00:43.197Z,-4.1119,152.8625,14.88,4.7,mb,,53,0.701,0.82,us,us70009mw1,2020-05-21T23:25:44.040Z,"70 km ENE of Kokopo, Papua New Guinea",earthquake,5.8,1.8,0.108,26,reviewed,us,us
2020-05-21T22:46:32.531Z,18.6334,146.0701,126.38,4.9,mb,,56,3.384,0.58,us,us70009mvu,2020-05-21T23:11:47.040Z,"380 km N of Saipan, Northern Mariana Islands",earthquake,9.6,7.4,0.029,387,reviewed,us,us
2020-05-21T22:31:18.180Z,-33.567,-70.7621,86.72,4.8,mwr,,72,0.175,0.7,us,us70009mvg,2020-05-25T12:20:47.584Z,"6 km WNW of San Bernardo, Chile",earthquake,3.8,4.3,,,reviewed,us,guc
2020-05-21T22:02:36.670Z,19.136,-67.7638,10,3.31,md,12,254,0.8036,0.7,pr,pr2020142015,2020-05-23T21:30:19.040Z,"91 km NE of Punta Cana, Dominican Republic",earthquake,3.18,31.61,0.1,10,reviewed,pr,pr
2020-05-21T21:35:48.210Z,19.3473333,-155.0195,4.31,2.93,ml,50,199,0.07588,0.15,hv,hv71521782,2020-05-21T22:26:19.967Z,"17 km SW of Leilani Estates, Hawaii",earthquake,0.43,0.68,0.16,32,reviewed,hv,hv
2020-05-21T21:31:02.319Z,42.7371,-111.4324,5,2.6,ml,,65,0.2,1.16,us,us70009mtq,2020-05-25T05:31:32.040Z,"16 km ENE of Soda Springs, Idaho",earthquake,1.8,1.9,0.043,72,reviewed,us,us
2020-05-21T21:04:08.748Z,60.2172,-139.5619,3.6,2.5,ml,,,,0.71,ak,ak0206j6u9bw,2020-05-25T03:57:45.040Z,"75 km N of Yakutat, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-05-21T20:47:46.313Z,31.6683,-104.3943,5,3,ml,,60,0.09,0.34,us,us70009mse,2020-05-22T04:40:12.890Z,"56 km S of Whites City, New Mexico",earthquake,1,1.9,0.047,60,reviewed,us,us
2020-05-21T20:22:06.220Z,18.0625,-66.7406,17,2.96,md,19,96,0.1358,0.21,pr,pr2020142014,2020-05-21T21:00:10.228Z,"1 km E of Santo Domingo, Puerto Rico",earthquake,0.36,0.44,0.11,13,reviewed,pr,pr
2020-05-21T19:45:45.328Z,44.4235,-115.2842,10,3.1,ml,,61,0.837,0.62,us,us70009mqf,2020-05-21T23:33:15.248Z,"35 km NW of Stanley, Idaho",earthquake,2.5,2,0.042,74,reviewed,us,us
2020-05-21T19:40:01.221Z,44.4782,-115.227,13.23,2.7,ml,,66,0.821,1.07,us,us70009mqd,2020-05-22T00:09:43.040Z,"36 km NW of Stanley, Idaho",earthquake,3,2.7,0.053,46,reviewed,us,us
2020-05-21T19:34:21.106Z,-35.8218,178.2607,157.43,4.1,mb,,205,1.737,0.4,us,us6000a1p3,2020-05-29T19:49:06.040Z,"253 km ENE of Tairua, New Zealand",earthquake,12.1,12.3,0.214,6,reviewed,us,us
2020-05-21T19:25:11.793Z,-4.6055,153.298,61.02,4.6,mb,,123,1.203,1.07,us,us6000a1p4,2020-05-29T20:05:39.040Z,"117 km ESE of Kokopo, Papua New Guinea",earthquake,9.7,6.3,0.103,28,reviewed,us,us
2020-05-21T19:18:49.309Z,-2.9224,142.8337,10,5.1,mww,,24,2.165,1.14,us,us70009mpw,2020-05-29T17:06:52.040Z,"58 km ENE of Aitape, Papua New Guinea",earthquake,6.9,1.7,0.073,18,reviewed,us,us
2020-05-21T19:12:51.634Z,28.1811,104.8534,12.24,4.6,mb,,58,4.561,0.83,us,us70009mpt,2020-05-29T17:02:45.040Z,"33 km SSE of Xunchang, China",earthquake,4.8,3.8,0.059,84,reviewed,us,us
2020-05-21T19:11:18.462Z,-0.7348,126.2021,41.2,4.1,mb,,107,1.896,0.52,us,us6000a1p1,2020-05-29T19:35:37.040Z,"213 km SW of Ternate, Indonesia",earthquake,9.5,5.9,0.198,7,reviewed,us,us
2020-05-21T18:51:35.595Z,24.4569,141.3848,203.42,4.1,mb,,149,2.724,0.39,us,us6000a1p0,2020-05-29T19:29:17.040Z,"1120 km NNW of Saipan, Northern Mariana Islands",earthquake,10,8.3,0.139,14,reviewed,us,us
2020-05-21T18:37:51.350Z,38.1387,-117.9728,13.7,2.5,ml,25,54.94,0.028,0.12,nn,nn00730551,2020-05-21T19:23:20.040Z,"30 km SSE of Mina, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-05-21T18:24:12.935Z,44.8357,146.4885,154.6,4,mb,,159,2.879,1.24,us,us6000a1nz,2020-05-29T19:21:05.040Z,"98 km NNE of Otrada, Russia",earthquake,10.1,6.3,0.087,35,reviewed,us,us
2020-05-21T18:11:07.575Z,54.6404,-156.7459,10.3,3.3,ml,,,,0.52,ak,ak0206j53g7f,2020-05-29T16:17:35.040Z,"207 km SE of Perryville, Alaska",earthquake,,1,,,reviewed,ak,ak
2020-05-21T17:49:00.520Z,38.1284,-118.0662,6.6,2.9,ml,28,56.5,0.085,0.2126,nn,nn00730516,2020-05-22T02:12:42.132Z,"29 km S of Mina, Nevada",earthquake,,1.2,0.4,12,reviewed,nn,nn
2020-05-21T17:48:22.340Z,17.9351,-66.8666,15,3.11,md,17,198,0.0419,0.2,pr,pr2020142013,2020-05-21T23:14:22.040Z,"5 km SSE of Maria Antonia, Puerto Rico",earthquake,0.78,0.57,0.3,14,reviewed,pr,pr
2020-05-21T17:45:58.050Z,38.173,-117.8868,7.2,2.5,ml,26,50.03,0.04,0.12,nn,nn00730510,2020-05-21T23:06:44.040Z,"30 km SE of Mina, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-05-21T17:04:49.590Z,21.8214,-108.1371,10,4.1,mb,,240,2.495,1.32,us,us70009mlh,2020-05-29T16:15:20.040Z,"209 km SE of La Playa, Mexico",earthquake,7.6,2,0.053,96,reviewed,us,us
2020-05-21T16:33:10.568Z,38.1472,-118.0016,4.8,3.2,ml,27,42.59,0.034,0.1682,nn,nn00730461,2020-05-22T02:12:37.570Z,"28 km SSE of Mina, Nevada",earthquake,,0.9,0.38,9,reviewed,nn,nn
2020-05-21T16:33:00.317Z,38.1612,-117.8837,7.9,3.2,ml,20,93.76,0.01,0.1477,nn,nn00730463,2020-05-22T02:12:39.257Z,"32 km SE of Mina, Nevada",earthquake,,1,0.83,6,reviewed,nn,nn
2020-05-21T15:23:21.779Z,-6.5533,151.6941,10,4.9,mww,,26,2.392,0.95,us,us70009mij,2020-05-21T16:14:25.040Z,"204 km ESE of Kimbe, Papua New Guinea",earthquake,6.5,1.8,0.098,10,reviewed,us,us
2020-05-21T15:15:07.133Z,50.9269,-179.3955,22.88,3.8,mb,,216,0.726,0.58,us,us70009mnq,2020-05-23T14:53:42.325Z,"219 km WSW of Adak, Alaska",earthquake,4,6.9,0.086,36,reviewed,us,us
2020-05-21T15:06:19.237Z,13.2005,-90.9111,52.58,4.2,mb,,155,1.52,0.66,us,us70009mie,2020-05-21T17:19:00.040Z,"81 km S of Puerto San José, Guatemala",earthquake,7.9,9.8,0.069,66,reviewed,us,us
